id,input,ner_tags,pred
19350,.,O,O
19351,We,O,O
19352,remove,O,O
19353,all,O,O
19354,URLs,O,O
19355,",",O,O
19356,“,O,O
19357,RT,O,O
19358,"""",O,O
19359,strings,O,O
19360,",",O,O
19361,and,O,O
19362,“,O,O
19363,@,O,O
19364,"""",O,O
19365,mentions,O,O
19366,from,O,O
19367,the,O,O
19368,input,O,O
19369,post,O,O
19370,.,O,O
19371,We,O,O
19372,train,O,O
19373,these,O,O
19374,models,O,O
19375,on,O,O
19376,just,O,O
19377,a,O,O
19378,single,O,O
19379,seed,O,O
19380,and,O,O
19381,results,O,O
19382,are,O,O
19383,reported,O,O
19384,on,O,O
19385,just,O,O
19386,that,O,O
19387,seed,O,O
19388,",",O,O
19389,as,O,O
19390,we,O,O
19391,had,O,O
19392,limited,O,O
19393,time,O,O
19394,to,O,O
19395,train,O,O
19396,and,O,O
19397,test,O,O
19398,our,O,O
19399,models,O,O
19400,.,O,O
19401,The,O,O
19402,baseline,O,O
19403,GPT-2,B-MethodName,B-TaskName
19404,and,O,O
19405,GPT,B-MethodName,B-TaskName
19406,models,O,O
19407,are,O,O
19408,trained,O,O
19409,for5epochs,B-HyperparameterValue,O
19410,",",O,O
19411,as,O,O
19412,in,O,O
19413,the,O,O
19414,original,O,O
19415,paper,O,O
19416,by,O,O
19417,Sap,O,O
19418,et,O,O
19419,al,O,O
19420,.,O,O
19421,(,O,O
19422,2020,O,O
19423,),O,O
19424,.,O,O
19425,Following,O,O
19426,the,O,O
19427,paper,O,O
19428,",",O,O
19429,we,O,O
19430,perform,O,O
19431,minimal,O,O
19432,preprocessing,O,O
19433,to,O,O
19434,the,O,O
19435,input,O,O
19436,text,O,O
19437,before,O,O
19438,training,O,O
19439,and,O,O
19440,testing,O,O
19441,and,O,O
19442,only,O,O
19443,remove,O,O
19444,all,O,O
19445,URLs,O,O
19446,.,O,O
19447,During,O,O
19448,inference,O,O
19449,",",O,O
19450,we,O,O
19451,pass,O,O
19452,batches,O,O
19453,of,O,O
19454,input,O,O
19455,from,O,O
19456,the,O,O
19457,dev,O,O
19458,and,O,O
19459,test,O,O
19460,sets,O,O
19461,to,O,O
19462,the,O,O
19463,generate,O,O
19464,method,O,O
19465,of,O,O
19466,the,O,O
19467,huggingface,O,B-MethodName
19468,BART,B-MethodName,I-MethodName
19469,model,O,O
19470,class,O,O
19471,.,O,O
19472,We,O,O
19473,use,O,O
19474,beam,O,O
19475,search,O,O
19476,for,O,O
19477,generation,O,O
19478,",",O,O
19479,with,O,O
19480,a,O,O
19481,beam,B-HyperparameterName,B-HyperparameterName
19482,width,I-HyperparameterName,I-HyperparameterName
19483,of,O,O
19484,10and,B-HyperparameterValue,B-HyperparameterValue
19485,a,O,O
19486,length,B-HyperparameterName,B-HyperparameterName
19487,penalty,I-HyperparameterName,I-HyperparameterName
19488,of5.0,B-HyperparameterValue,O
19489,.,O,O
19490,B.2,O,O
19491,Implementation,O,O
19492,Details,O,O
19493,for,O,O
19494,BERT,O,B-MethodName
19495,Classifier,O,O
19496,Models,O,O
19497,We,O,O
19498,train,O,O
19499,base,O,O
19500,BERT,O,B-MethodName
19501,models,O,O
19502,",",O,O
19503,which,O,O
19504,have,O,O
19505,110,O,B-HyperparameterValue
19506,M,O,B-HyperparameterName
19507,parameters,O,B-HyperparameterName
19508,.,O,O
19509,Training,O,O
19510,takes,O,O
19511,approximately,O,O
19512,30,O,O
19513,-,O,O
19514,40,O,O
19515,minutes,O,O
19516,on,O,O
19517,the,O,O
19518,GPUs,O,O
19519,described,O,O
19520,in,O,O
19521,B.,O,O
19522,We,O,O
19523,train,O,O
19524,these,O,O
19525,models,O,O
19526,on,O,O
19527,just,O,O
19528,a,O,O
19529,single,O,O
19530,seed,O,O
19531,",",O,O
19532,as,O,O
19533,results,O,O
19534,did,O,O
19535,not,O,O
19536,vary,O,O
19537,much,O,O
19538,as,O,O
19539,the,O,O
19540,seed,O,O
19541,varied,O,O
19542,and,O,O
19543,we,O,O
19544,had,O,O
19545,limited,O,O
19546,time,O,O
19547,to,O,O
19548,train,O,O
19549,and,O,O
19550,test,O,O
19551,our,O,O
19552,models,O,O
19553,.,O,O
19554,Model,O,O
19555,LR,B-HyperparameterName,B-MetricName
19556,Batch,B-HyperparameterName,B-MetricName
19557,Size,I-HyperparameterName,I-HyperparameterName
19558,Epochs,B-HyperparameterName,B-MetricName
19559,Offensiveness,O,B-MetricName
19560,5e-6,B-HyperparameterValue,O
19561,32,B-HyperparameterValue,O
19562,2,B-HyperparameterValue,O
19563,Intent,O,B-MetricName
19564,to,O,I-MetricName
19565,Offend,O,B-MetricName
19566,5e-7,B-HyperparameterValue,O
19567,32,B-HyperparameterValue,O
19568,1,O,O
19569,Lewdness,O,B-MetricName
19570,5e-6,B-HyperparameterValue,O
19571,32,B-HyperparameterValue,O
19572,1,O,O
19573,Group,O,B-MetricName
19574,Targeted,O,I-MetricName
19575,5e-6,B-HyperparameterValue,O
19576,32,O,O
19577,2,O,O
19578,BERT,O,B-MethodName
19579,Classifier,O,O
19580,Model,O,O
19581,training,O,O
19582,settings,O,O
19583,are,O,O
19584,given,O,O
19585,in,O,O
19586,Table,O,O
19587,9,O,O
19588,and,O,O
19589,Table,O,O
19590,10,O,O
19591,.,O,O
19592,C,O,O
19593,Further,O,O
19594,Ablation,O,O
19595,Studies,O,O
19596,In,O,O
19597,this,O,O
19598,section,O,O
19599,",",O,O
19600,we,O,O
19601,look,O,O
19602,at,O,O
19603,ablation,O,O
19604,studies,O,O
19605,conducted,O,O
19606,on,O,O
19607,the,O,O
19608,Expert,O,B-MethodName
19609,Knowledge,O,O
19610,models,O,O
19611,and,O,O
19612,the,O,O
19613,Explicit,O,B-MethodName
19614,Knowledge,O,O
19615,models,O,O
19616,.,O,O
19617,C.1,O,O
19618,Expert,O,O
19619,Knowledge,O,O
19620,Ablation,O,O
19621,Study,O,O
19622,Recall,O,O
19623,that,O,O
19624,we,O,O
19625,use,O,O
19626,the,O,O
19627,last,O,O
19628,attention,O,O
19629,layer,O,O
19630,of,O,O
19631,a,O,O
19632,BERT,O,B-MethodName
19633,classifier,O,O
19634,with,O,O
19635,the,O,O
19636,join,O,O
19637,embedding,O,O
19638,architecture,O,O
19639,introduced,O,O
19640,in,O,O
19641,Pryzant,O,O
19642,et,O,O
19643,al,O,O
19644,.,O,O
19645,(,O,O
19646,2020,O,O
19647,),O,O
19648,to,O,O
19649,enhance,O,O
19650,the,O,O
19651,hidden,O,O
19652,states,O,O
19653,of,O,O
19654,the,O,O
19655,BART,B-MethodName,B-MethodName
19656,model,O,O
19657,performing,O,O
19658,stereotype,O,B-TaskName
19659,generation,O,I-TaskName
19660,.,O,O
19661,We,O,O
19662,perform,O,O
19663,ablation,O,O
19664,studies,O,O
19665,by,O,O
19666,replacing,O,O
19667,the,O,O
19668,classifier,O,O
19669,over,O,O
19670,a,O,O
19671,few,O,O
19672,different,O,O
19673,annotated,O,O
19674,categories,O,O
19675,",",O,O
19676,namely,O,O
19677,Offensiveness,O,B-MetricName
19678,",",O,O
19679,Intent,O,B-MetricName
19680,to823,O,O
19681,Offend,O,B-MetricName
19682,",",O,O
19683,Lewdness,O,B-MetricName
19684,",",O,O
19685,and,O,O
19686,Group,O,O
19687,Targeted,O,O
19688,.,O,O
19689,We,O,O
19690,also,O,O
19691,train,O,O
19692,a,O,O
19693,model,O,O
19694,that,O,O
19695,uses,O,O
19696,all,O,O
19697,of,O,O
19698,the,O,O
19699,classifiers,O,O
19700,.,O,O
19701,The,O,O
19702,results,O,O
19703,for,O,O
19704,the,O,O
19705,ablations,O,O
19706,are,O,O
19707,in,O,O
19708,Table,O,O
19709,11,O,O
19710,.,O,O
19711,It,O,O
19712,is,O,O
19713,important,O,O
19714,to,O,O
19715,note,O,O
19716,the,O,O
19717,relative,O,O
19718,performance,O,O
19719,of,O,O
19720,the,O,O
19721,models,O,O
19722,.,O,O
19723,The,O,O
19724,Expert,O,B-MethodName
19725,Knowledge,O,I-MethodName
19726,model,O,O
19727,using,O,O
19728,the,O,B-MethodName
19729,Group,O,B-MethodName
19730,Targeted,O,I-MethodName
19731,BERT,O,I-MethodName
19732,classifiers,O,O
19733,performs,O,O
19734,better,O,O
19735,than,O,O
19736,the,O,O
19737,other,O,O
19738,single,O,O
19739,classifier,O,O
19740,models,O,O
19741,",",O,O
19742,and,O,O
19743,performs,O,O
19744,on,O,O
19745,par,O,O
19746,with,O,O
19747,the,O,O
19748,Expert,O,B-MethodName
19749,Knowledge,O,I-MethodName
19750,model,O,O
19751,leveraging,O,O
19752,all,O,O
19753,of,O,O
19754,the,O,O
19755,classifiers,O,O
19756,.,O,O
19757,It,O,O
19758,’s,O,O
19759,likely,O,O
19760,that,O,O
19761,the,O,O
19762,tokens,O,O
19763,used,O,O
19764,by,O,O
19765,the,O,O
19766,BERT,O,B-MethodName
19767,model,O,O
19768,to,O,O
19769,identify,O,O
19770,whether,O,O
19771,a,O,O
19772,minority,O,O
19773,group,O,O
19774,is,O,O
19775,targeted,O,O
19776,aligns,O,O
19777,closely,O,O
19778,with,O,O
19779,the,O,O
19780,portions,O,O
19781,of,O,O
19782,the,O,O
19783,encoded,O,O
19784,input,O,O
19785,used,O,O
19786,to,O,O
19787,generate,O,O
19788,the,O,O
19789,stereotypes,O,O
19790,.,O,O
19791,This,O,O
19792,makes,O,O
19793,intuitive,O,O
19794,sense,O,O
19795,",",O,O
19796,since,O,O
19797,the,O,O
19798,set,O,O
19799,of,O,O
19800,posts,O,O
19801,targeting,O,O
19802,some,O,O
19803,minority,O,O
19804,group,O,O
19805,likely,O,O
19806,has,O,O
19807,some,O,O
19808,stereotype,O,O
19809,mentioned,O,O
19810,in,O,O
19811,the,O,O
19812,post,O,O
19813,and,O,O
19814,vice,O,O
19815,versa,O,O
19816,.,O,O
19817,The,O,O
19818,same,O,O
19819,can,O,O
19820,not,O,O
19821,be,O,O
19822,said,O,O
19823,for,O,O
19824,the,O,O
19825,other,O,O
19826,categories,O,O
19827,.,O,O
19828,This,O,O
19829,intuition,O,O
19830,is,O,O
19831,further,O,O
19832,strengthened,O,O
19833,by,O,O
19834,the,O,O
19835,fact,O,O
19836,that,O,O
19837,the,O,O
19838,Expert,O,O
19839,Knowledge,O,O
19840,model,O,O
19841,using,O,O
19842,all,O,O
19843,the,O,O
19844,classifiers,O,O
19845,does,O,O
19846,not,O,O
19847,perform,O,O
19848,much,O,O
19849,better,O,O
19850,than,O,O
19851,the,O,O
19852,Expert,O,B-MethodName
19853,Knowledge,O,I-MethodName
19854,model,O,O
19855,using,O,O
19856,just,O,O
19857,the,O,O
19858,Group,O,B-MethodName
19859,Targeted,O,I-MethodName
19860,classifier,O,O
19861,.,O,O
19862,Thus,O,O
19863,the,O,O
19864,other,O,O
19865,classifiers,O,O
19866,may,O,O
19867,be,O,O
19868,contributing,O,O
19869,little,O,O
19870,additional,O,O
19871,knowledge,O,O
19872,to,O,O
19873,the,O,O
19874,stereotype,O,B-TaskName
19875,generation,O,I-TaskName
19876,task,O,O
19877,.,O,O
19878,C.2,O,O
19879,Explicit,O,O
19880,Knowledge,O,O
19881,Ablation,O,O
19882,Study,O,O
19883,In,O,O
19884,this,O,O
19885,section,O,O
19886,",",O,O
19887,we,O,O
19888,specifically,O,O
19889,discuss,O,O
19890,the,O,O
19891,number,O,O
19892,of,O,O
19893,knowledge,O,O
19894,triples,O,O
19895,we,O,O
19896,use,O,O
19897,when,O,O
19898,training,O,O
19899,explicit,O,O
19900,knowledge,O,O
19901,models,O,O
19902,and,O,O
19903,note,O,O
19904,trends,O,O
19905,in,O,O
19906,the,O,O
19907,BERTScore,B-MetricName,B-MetricName
19908,as,O,O
19909,kvaries,O,O
19910,.,O,O
19911,The,O,O
19912,results,O,O
19913,are,O,O
19914,in,O,O
19915,Table,O,O
19916,12,O,O
19917,.,O,O
19918,We,O,O
19919,discuss,O,O
19920,an,O,O
19921,additional,O,O
19922,attention,O,O
19923,based,O,O
19924,model,O,O
19925,not,O,O
19926,mentioned,O,O
19927,in,O,O
19928,the,O,O
19929,main,O,O
19930,paper,O,O
19931,.,O,O
19932,The,O,O
19933,detailed,O,O
19934,methodology,O,O
19935,for,O,O
19936,this,O,O
19937,model,O,O
19938,is,O,O
19939,given,O,O
19940,in,O,O
19941,Appendix,O,O
19942,A.2.2,O,O
19943,.,O,O
19944,We,O,O
19945,note,O,O
19946,that,O,O
19947,when,O,O
19948,concatenated,O,O
19949,directly,O,O
19950,to,O,O
19951,the,O,O
19952,input,O,O
19953,",",O,O
19954,performance,O,O
19955,increases,O,O
19956,as,O,O
19957,kincreases,O,B-HyperparameterName
19958,up,O,O
19959,to,O,O
19960,a,O,O
19961,point,O,O
19962,and,O,O
19963,then,O,O
19964,starts,O,O
19965,to,O,O
19966,decrease,O,O
19967,.,O,O
19968,We,O,O
19969,believe,O,O
19970,that,O,O
19971,this,O,O
19972,occurs,O,O
19973,because,O,O
19974,the,O,O
19975,usefulness,O,O
19976,of,O,O
19977,knowledge,O,O
19978,initially,O,O
19979,increases,O,O
19980,then,O,O
19981,decreases,O,O
19982,as,O,O
19983,kincreases,O,B-HyperparameterName
19984,.,O,O
19985,In,O,O
19986,particular,O,O
19987,",",O,O
19988,as,O,O
19989,kincreases,O,B-HyperparameterName
19990,",",O,O
19991,many,O,O
19992,of,O,O
19993,the,O,O
19994,latter,O,O
19995,triples,O,O
19996,tend,O,O
19997,to,O,O
19998,be,O,O
19999,synonymous,O,O
20000,with,O,O
20001,earlier,O,O
20002,triples,O,O
20003,or,O,O
20004,unrelated,O,O
20005,to,O,O
20006,the,O,O
20007,original,O,O
20008,input,O,O
20009,.,O,O
20010,We,O,O
20011,also,O,O
20012,note,O,O
20013,that,O,O
20014,incorporating,O,O
20015,knowledge,O,O
20016,as,O,O
20017,attention,O,O
20018,tends,O,O
20019,to,O,O
20020,produce,O,O
20021,a,O,O
20022,better,O,O
20023,BERTScore,B-MetricName,B-MetricName
20024,",",O,O
20025,while,O,O
20026,not,O,O
20027,performing,O,O
20028,as,O,O
20029,well,O,O
20030,on,O,O
20031,other,O,O
20032,metrics,O,O
20033,.,O,O
20034,We,O,O
20035,suspect,O,O
20036,that,O,O
20037,this,O,O
20038,is,O,O
20039,due,O,O
20040,to,O,O
20041,the,O,O
20042,numerbatch,O,B-MethodName
20043,embeddings,O,O
20044,capturing,O,O
20045,more,O,O
20046,semantic,O,O
20047,meaning,O,O
20048,than,O,O
20049,the,O,O
20050,BART,B-MethodName,B-MethodName
20051,embeddings,O,O
20052,.,O,O
20053,The,O,O
20054,numberbatch,O,B-MethodName
20055,embeddings,O,O
20056,draw,O,O
20057,from,O,O
20058,a,O,O
20059,variety,O,O
20060,of,O,O
20061,sources,O,O
20062,",",O,O
20063,in,O,O
20064,addition,O,O
20065,to,O,O
20066,the,O,O
20067,graph,O,O
20068,structure,O,O
20069,itself,O,O
20070,and,O,O
20071,they,O,O
20072,perform,O,O
20073,well,O,O
20074,on,O,O
20075,benchmarks,O,O
20076,measuring,O,O
20077,word,O,O
20078,similarity,O,O
20079,.,O,O
20080,D,O,O
20081,Analysis,O,O
20082,We,O,O
20083,provide,O,O
20084,a,O,O
20085,few,O,O
20086,examples,O,O
20087,of,O,O
20088,stereotype,O,B-TaskName
20089,generation,O,I-TaskName
20090,",",O,O
20091,comparing,O,O
20092,and,O,O
20093,contrasting,O,O
20094,the,O,O
20095,different,O,O
20096,model,O,O
20097,types,O,O
20098,in,O,O
20099,Table,O,O
20100,13.824,O,O
20101,D.1,O,O
20102,Error,O,O
20103,Analysis,O,O
20104,Table,O,O
20105,14,O,O
20106,provides,O,O
20107,the,O,O
20108,counts,O,O
20109,for,O,O
20110,the,O,O
20111,Error,O,O
20112,Analysis,O,O
20113,.,O,O
20114,Clearly,O,O
20115,",",O,O
20116,the,O,O
20117,MGEN,B-MethodName,B-MethodName
20118,models,O,O
20119,minimize,O,O
20120,the,O,O
20121,total,O,O
20122,number,O,O
20123,of,O,O
20124,errors,O,O
20125,made,O,O
20126,",",O,O
20127,although,O,O
20128,MGEN,B-MethodName,B-MethodName
20129,may,O,O
20130,not,O,O
20131,have,O,O
20132,the,O,O
20133,minimal,O,O
20134,number,O,O
20135,of,O,O
20136,errors,O,O
20137,in,O,O
20138,each,O,O
20139,category,O,O
20140,.,O,O
20141,D.2,O,O
20142,Challenges,O,O
20143,in,O,O
20144,Stereotype,O,O
20145,Generation,O,O
20146,Table,O,O
20147,15,O,O
20148,provides,O,O
20149,the,O,O
20150,counts,O,O
20151,for,O,O
20152,the,O,O
20153,Challenges,O,O
20154,faced,O,O
20155,by,O,O
20156,each,O,O
20157,model,O,O
20158,.,O,O
20159,Clearly,O,O
20160,",",O,O
20161,the,O,O
20162,MGEN,B-MethodName,B-MethodName
20163,models,O,O
20164,minimize,O,O
20165,the,O,O
20166,total,O,O
20167,number,O,O
20168,of,O,O
20169,challenges,O,O
20170,face,O,O
20171,",",O,O
20172,although,O,O
20173,MGEN,B-MethodName,B-MethodName
20174,may,O,O
20175,not,O,O
20176,have,O,O
20177,faced,O,O
20178,the,O,O
20179,minimal,O,O
20180,number,O,O
20181,of,O,O
20182,challenges,O,O
20183,within,O,O
20184,each,O,O
20185,category.825Error,O,O
20186,Type,O,O
20187,GPT,B-MethodName,B-DatasetName
20188,GPT-2,B-MethodName,B-DatasetName
20189,Expert,O,O
20190,Explicit,O,O
20191,Implicit,O,O
20192,MGEN,B-MethodName,O
20193,1,O,O
20194,45,O,O
20195,46,O,O
20196,37,O,O
20197,44,O,O
20198,30,O,O
20199,24,O,O
20200,2,O,O
20201,8,O,O
20202,7,O,O
20203,1,O,O
20204,0,O,O
20205,3,O,O
20206,4,O,O
20207,3,O,O
20208,13,O,O
20209,11,O,O
20210,11,O,O
20211,10,O,O
20212,10,O,O
20213,8,O,O
20214,4,O,O
20215,28,O,O
20216,37,O,O
20217,41,O,O
20218,24,O,O
20219,27,O,O
20220,27,O,O
20221,5,O,O
20222,106,O,O
20223,99,O,O
20224,110,O,O
20225,122,O,O
20226,130,O,O
20227,137,O,O
20228,Challenge,O,O
20229,Type,O,O
20230,GPT,O,B-TaskName
20231,GPT-2,O,B-TaskName
20232,Expert,O,O
20233,Explicit,O,O
20234,Implicit,O,O
20235,MGEN,O,B-TaskName
20236,1,O,O
20237,8,O,O
20238,6,O,O
20239,6,O,O
20240,4,O,O
20241,2,O,O
20242,4,O,O
20243,2,O,O
20244,(,O,O
20245,Non,O,O
20246,-,O,O
20247,existent,O,O
20248,Stereotypes,O,O
20249,),O,O
20250,44,O,O
20251,46,O,O
20252,37,O,O
20253,44,O,O
20254,30,O,O
20255,24,O,O
20256,2,O,O
20257,(,O,O
20258,Remainder,O,O
20259,),O,O
20260,15,O,O
20261,9,O,O
20262,33,O,O
20263,13,O,O
20264,18,O,O
20265,11,O,O
20266,3,O,O
20267,8,O,O
20268,19,O,O
20269,10,O,O
20270,7,O,O
20271,8,O,O
20272,8,O,O
20273,4,O,O
20274,7,O,O
20275,9,O,O
20276,2,O,O
20277,5,O,O
20278,6,O,O
20279,5,O,O
20280,5,O,O
20281,4,O,O
20282,5,O,O
20283,1,O,O
20284,5,O,O
20285,3,O,O
20286,7,O,O
20287,6,O,O
20288,8,O,O
20289,7,O,O
20290,1,O,O
20291,0,O,O
20292,3,O,O
20293,4,O,O
20294,7,O,O
20295,106,O,O
20296,99,O,O
20297,110,O,O
20298,122,O,O
20299,130,O,O
20300,137826,O,O
20301,-DOCSTART-,O,X
20302,Do,O,O
20303,June,O,O
20304,Min,O,O
20305,",",O,O
20306,Verónica,O,O
20307,Pérez,O,O
20308,-,O,O
20309,Rosas,O,O
20310,",",O,O
20311,Kenneth,O,O
20312,Resnicow,O,O
20313,",",O,O
20314,and,O,O
20315,Rada,O,O
20316,MihalceaDepartment,O,O
20317,of,O,O
20318,Electrical,O,O
20319,Engineering,O,O
20320,and,O,O
20321,Computer,O,O
20322,Science,O,O
20323,",",O,O
20324,School,O,O
20325,of,O,O
20326,Public,O,O
20327,Health,O,O
20328,University,O,O
20329,of,O,O
20330,Michigan,O,O
20331,",",O,O
20332,Ann,O,O
20333,Arbor,O,O
20334,",",O,O
20335,MI,O,O
20336,",",O,O
20337,USA,O,O
20338,{,O,O
20339,dojmin,O,O
20340,",",O,O
20341,vrncapr,O,O
20342,",",O,O
20343,kresnic,O,O
20344,",",O,O
20345,mihalcea,O,O
20346,},O,O
20347,@,O,O
20348,umich.edu,O,O
20349,Abstract,O,O
20350,Reflections,O,O
20351,are,O,O
20352,a,O,O
20353,core,O,O
20354,verbal,O,O
20355,skill,O,O
20356,used,O,O
20357,by,O,O
20358,mental,O,O
20359,health,O,O
20360,counselors,O,O
20361,to,O,O
20362,express,O,O
20363,understanding,O,O
20364,and,O,O
20365,acknowledgement,O,O
20366,of,O,O
20367,the,O,O
20368,client,O,O
20369,’s,O,O
20370,experience,O,O
20371,and,O,O
20372,concerns,O,O
20373,.,O,O
20374,In,O,O
20375,this,O,O
20376,paper,O,O
20377,",",O,O
20378,we,O,O
20379,propose,O,O
20380,a,O,O
20381,system,O,O
20382,for,O,O
20383,the,O,O
20384,automatic,O,O
20385,evaluation,O,O
20386,of,O,O
20387,counselor,O,O
20388,reflections,O,O
20389,.,O,O
20390,Specifically,O,O
20391,",",O,O
20392,our,O,O
20393,system,O,O
20394,takes,O,O
20395,as,O,O
20396,input,O,O
20397,one,O,O
20398,dialog,O,O
20399,turn,O,O
20400,containing,O,O
20401,a,O,O
20402,client,O,O
20403,prompt,O,O
20404,likely,O,O
20405,leading,O,O
20406,to,O,O
20407,a,O,O
20408,reflection,O,O
20409,and,O,O
20410,a,O,O
20411,counselor,O,O
20412,response,O,O
20413,to,O,O
20414,it,O,O
20415,",",O,O
20416,and,O,O
20417,outputs,O,O
20418,a,O,O
20419,numeric,O,O
20420,score,O,O
20421,indicating,O,O
20422,the,O,O
20423,quality,O,O
20424,of,O,O
20425,the,O,O
20426,reflection,O,O
20427,made,O,O
20428,by,O,O
20429,the,O,O
20430,counselor,O,O
20431,.,O,O
20432,We,O,O
20433,compile,O,O
20434,a,O,O
20435,dataset,O,O
20436,consisting,O,O
20437,of,O,O
20438,reflections,O,O
20439,portraying,O,O
20440,different,O,O
20441,levels,O,O
20442,of,O,O
20443,reflective,O,O
20444,listening,O,O
20445,skills,O,O
20446,",",O,O
20447,and,O,O
20448,propose,O,O
20449,PromptAware,B-MethodName,B-MethodName
20450,margIn,I-MethodName,I-MethodName
20451,Ranking,I-MethodName,I-MethodName
20452,(,O,O
20453,PAIR,B-MethodName,B-MethodName
20454,),O,O
20455,",",O,O
20456,a,O,O
20457,novel,O,O
20458,framework,O,O
20459,for,O,O
20460,reflection,B-TaskName,B-TaskName
20461,scoring,I-TaskName,O
20462,that,O,O
20463,contrasts,O,O
20464,positive,O,O
20465,and,O,O
20466,negative,O,O
20467,prompt,O,O
20468,and,O,O
20469,response,O,O
20470,pairs,O,O
20471,using,O,O
20472,adhoc,O,O
20473,multi,O,O
20474,-,O,O
20475,gap,O,B-MethodName
20476,and,O,O
20477,prompt,O,B-MethodName
20478,-,O,I-MethodName
20479,aware,O,I-MethodName
20480,margin,O,O
20481,ranking,O,O
20482,losses,O,O
20483,.,O,O
20484,Through,O,O
20485,empirical,O,O
20486,evaluations,O,O
20487,and,O,O
20488,deployment,O,O
20489,of,O,O
20490,our,O,O
20491,system,O,O
20492,in,O,O
20493,a,O,O
20494,real,O,O
20495,-,O,O
20496,life,O,O
20497,educational,O,O
20498,environment,O,O
20499,",",O,O
20500,we,O,O
20501,show,O,O
20502,that,O,O
20503,our,O,O
20504,scoring,O,O
20505,model,O,O
20506,outperforms,O,O
20507,several,O,O
20508,baselines,O,O
20509,on,O,O
20510,different,O,O
20511,metrics,O,O
20512,",",O,O
20513,and,O,O
20514,can,O,O
20515,be,O,O
20516,used,O,O
20517,to,O,O
20518,provide,O,O
20519,useful,O,O
20520,feedback,O,O
20521,to,O,O
20522,counseling,O,O
20523,trainees,O,O
20524,.,O,O
20525,1,O,O
20526,Introduction,O,O
20527,Counselor,O,O
20528,training,O,O
20529,is,O,O
20530,an,O,O
20531,expensive,O,O
20532,and,O,O
20533,time,O,O
20534,consuming,O,O
20535,process,O,O
20536,due,O,O
20537,to,O,O
20538,the,O,O
20539,extensive,O,O
20540,expert,O,O
20541,supervision,O,O
20542,involved,O,O
20543,(,O,O
20544,Bartholomew,O,O
20545,et,O,O
20546,al,O,O
20547,.,O,O
20548,",",O,O
20549,2007,O,O
20550,),O,O
20551,.,O,O
20552,Current,O,O
20553,strategies,O,O
20554,for,O,O
20555,counselor,O,B-TaskName
20556,training,O,I-TaskName
20557,usually,O,O
20558,rely,O,O
20559,on,O,O
20560,either,O,O
20561,role,O,O
20562,playing,O,O
20563,or,O,O
20564,monitoring,O,O
20565,and,O,O
20566,recording,O,O
20567,live,O,O
20568,video,O,O
20569,interactions,O,O
20570,",",O,O
20571,which,O,O
20572,are,O,O
20573,then,O,O
20574,manually,O,O
20575,evaluated,O,O
20576,to,O,O
20577,provide,O,O
20578,constructive,O,O
20579,feedback,O,O
20580,",",O,O
20581,thus,O,O
20582,limiting,O,O
20583,the,O,O
20584,opportunities,O,O
20585,for,O,O
20586,training,O,O
20587,counselors,O,O
20588,to,O,O
20589,practice,O,O
20590,and,O,O
20591,receive,O,O
20592,timely,O,O
20593,evaluative,O,O
20594,feedback,O,O
20595,.,O,O
20596,While,O,O
20597,several,O,O
20598,promising,O,O
20599,approaches,O,O
20600,have,O,O
20601,been,O,O
20602,proposed,O,O
20603,to,O,O
20604,automatically,O,O
20605,provide,O,O
20606,evaluative,O,O
20607,feedback,O,O
20608,to,O,O
20609,counselors,O,O
20610,(,O,O
20611,Tanana,O,O
20612,et,O,O
20613,al,O,O
20614,.,O,O
20615,",",O,O
20616,2019,O,O
20617,;,O,O
20618,Shen,O,O
20619,et,O,O
20620,al,O,O
20621,.,O,O
20622,",",O,O
20623,2020,O,O
20624,),O,O
20625,",",O,O
20626,providing,O,O
20627,detailed,O,O
20628,feedback,O,O
20629,in,O,O
20630,real,O,O
20631,time,O,O
20632,remains,O,O
20633,a,O,O
20634,challenge,O,O
20635,.,O,O
20636,This,O,O
20637,is,O,O
20638,particularly,O,O
20639,the,O,O
20640,case,O,O
20641,in,O,O
20642,educational,O,O
20643,settings,O,O
20644,",",O,O
20645,where,O,O
20646,counseling,O,O
20647,trainees,O,O
20648,could,O,O
20649,benefit,O,O
20650,from,O,O
20651,a,O,O
20652,supportive,O,O
20653,learning,O,O
20654,environment,O,O
20655,that,O,O
20656,allows,O,O
20657,them,O,O
20658,to,O,O
20659,make,O,O
20660,mistakes,O,O
20661,and,O,O
20662,learnFigure,O,O
20663,1,O,O
20664,:,O,O
20665,Example,O,O
20666,of,O,O
20667,Reflective,O,O
